id,Name,Date,Amount,
,ISP RO COVID-19 RESPONSE FOR SMES & MIDCAPS,27/08/2020,25000000.00,
,EUROPEAN CIRCULAR BIOECONOMY FUND,21/08/2020,65000000.00,
,AUTOBAHN A49 FRITZLAR-OHMTAL DREIECK (PPP),21/08/2020,264000000.00,
,EUROPEAN CIRCULAR BIOECONOMY FUND,21/08/2020,35000000.00,
,IRISH SMART METER IMPLEMENTATION PROGRAMME,19/08/2020,150000000.00,
,WORLDSENSING (EGFF),19/08/2020,5000000.00,
,WORLDSENSING (EGFF),19/08/2020,5000000.00,
,GREECE LOAN FOR CLIMATE ACTION&OTHER PRIORITIES,19/08/2020,50000000.00,
,AFFORDABLE HOUSING AUSTRIA BAWAG (PL),17/08/2020,50000000.00,
,SSA TB AND HIV MITIGATION PROGRAMME,14/08/2020,30000000.00,
,DIGITALISIERUNG BRANDENBURG,14/08/2020,300000000.00,
,RBI COVID19 LOAN FOR SMES AND MIDCAPS,13/08/2020,80000000.00,
,RBI COVID19 LOAN FOR SMES AND MIDCAPS,13/08/2020,20000000.00,
,POWERTRAIN DEVELOPMENT AND TEST SYSTEMS RDI,13/08/2020,50000000.00,
,INTESA SANPAOLO COVID19 LOAN FOR SMES & MIDCAPS,12/08/2020,500000000.00,
,SZCZECIN AFFORDABLE HOUSING INVESTMENT PLAN,10/08/2020,13233457.00,
,CITYJET REGIONAL ROLLING STOCK,10/08/2020,100000000.00,
,SZCZECIN AFFORDABLE HOUSING GREEN INFRA (NCFF),10/08/2020,766.68,
,NEW CHARGING AND ENERGY STORAGE SOLUTIONS (EDP),07/08/2020,15000000.00,
,MMI (EGFF),07/08/2020,7500000.00,
,ELDERLY CARE INVESTMENT IN PORTUGAL,07/08/2020,200000000.00,
,KAUNAS HEATING CAPEX PROGRAMME,07/08/2020,55000000.00,
,MMI (EGFF),07/08/2020,7500000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,4000000.00,
,EVAXION BIOTECH (IDFF),06/08/2020,20000000.00,
,UC COVID-19 RESPONSE FOR SMES & MIDCAPS,06/08/2020,200000000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,12000000.00,
,CA ITALIA COVID-19 LOAN FOR SMES AND MIDCAPS,06/08/2020,200000000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,4000000.00,
,SANIFIT (EGFF),06/08/2020,10000000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,4000000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,4000000.00,
,SANIFIT (EGFF),06/08/2020,10000000.00,
,ITALIAN ENERGY EFFICIENCY FUND II,06/08/2020,12000000.00,
,UBI COVID-19 LOAN FOR SMES AND MIDCAPS,05/08/2020,100000000.00,
,DOROTHEA INVESTMENT VEHICLE,05/08/2020,15000000.00,
,DOROTHEA INVESTMENT VEHICLE,05/08/2020,15000000.00,
,CESKA SPORITELNA LOAN FOR SMES AND MIDCAPS II,04/08/2020,100000000.00,
,INNOVATIVE PROCESS TECHNOLOGIES,31/07/2020,10000000.00,
,GN STORE NORD ACOUSTIC TECHNOLOGY RDI II,31/07/2020,47700000.00,
,D-ORBIT (EGFF),31/07/2020,7500000.00,
,GORZOW WLKP URBAN INFRASTRUCTURE,31/07/2020,21459883.00,
,INNOVATIVE PROCESS TECHNOLOGIES,31/07/2020,67000000.00,
,INNOVATIVE PROCESS TECHNOLOGIES,31/07/2020,9000000.00,
,GN STORE NORD ACOUSTIC TECHNOLOGY RDI II,31/07/2020,2300000.00,
,INNOVATIVE PROCESS TECHNOLOGIES,31/07/2020,8000000.00,
,INNOVATIVE PROCESS TECHNOLOGIES,31/07/2020,6000000.00,
,AFFORDABLE HOUSING HYPO NOE,31/07/2020,30000000.00,
,D-ORBIT (EGFF),31/07/2020,7500000.00,
,FIGUEIRA ENVIRONMENTAL ENHANCEMENT,31/07/2020,27500000.00,
,LOGEMENTS INTERMEDIAIRES VILLES & REGIONS FRANCE,31/07/2020,125000000.00,
,GORZOW WLKP URBAN INFRASTRUCTURE,31/07/2020,14087381.00,
,GEORGIA LOAN FOR SMES OUTREACH INITIATIVE,30/07/2020,10000000.00,
,LISBON URBAN RENEWAL HOUSING CLIMATE FL,30/07/2020,37500000.00,
,BADEN-WURTTEMBERG REGIONAL ROLLING STOCK & ERTMS,30/07/2020,550000000.00,
,LISBON URBAN RENEWAL HOUSING CLIMATE FL,30/07/2020,12500000.00,
,COVID-19 ITALIAN HEALTHCARE FL,30/07/2020,1000000000.00,
,CEC COVID-19 RESPONSE FOR SMES & MIDCAPS,30/07/2020,50000000.00,
,ITALY HYDROGRAPHIC RESEARCH VESSELS,30/07/2020,220000000.00,
,SOGELEASE RO LOAN FOR SMES & MIDCAPS II,30/07/2020,40000000.00,
,ACEA SETTORE IDRICO ROMA III,30/07/2020,250000000.00,
,VITENS - AFFORDABLE DRINKING WATER SUPPLY,30/07/2020,150000000.00,
,PREDIREC ENR 2,30/07/2020,30500000.00,
,PREDIREC ENR 2,30/07/2020,30500000.00,
,ENDESA EV SUSTAINABLE CHARGING NETWORK,30/07/2020,35000000.00,
,LRH WATER INFRA UPGRADE,29/07/2020,50000000.00,
,PARIS LIGNE 15 SUD MATERIEL ROULANT,29/07/2020,240000000.00,
,CORRIDOR VC CENTRE,29/07/2020,11780000.00,
,CO-INVESTMENT MIROVA WIND POLAND,28/07/2020,15750000.00,
,NORTHVOLT ETT -LARGE SCALE BATTERY PLANT,28/07/2020,298711274.00,
,MAIN ROADS REHABILITATION PROGRAM,28/07/2020,40000000.00,
,CO-INVESTMENT MIROVA WIND POLAND,28/07/2020,15750000.00,
,GEFA KMU DARLEHEN III,27/07/2020,50000000.00,
,FLAG DFI COMPLEMENTARY URBAN FACILITY,27/07/2020,25000000.00,
,SBCI BUSINESS SUPPORT INVESTMENT PLATFORM,27/07/2020,24000000.00,
,OFF-GRID SOLAR UGANDA ACCELERATION,27/07/2020,10629252.00,
,SBCI BUSINESS SUPPORT INVESTMENT PLATFORM,27/07/2020,222700000.00,
,BPCE ACTION POUR LE CLIMAT,24/07/2020,125000000.00,
,SPIRE (EGFF),24/07/2020,10000000.00,
,SPIRE (EGFF),24/07/2020,10000000.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,7620075.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,28154925.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,17430000.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,22738191.00,
,ERYDEL (EGFF),24/07/2020,15000000.00,
,ERYDEL (EGFF),24/07/2020,15000000.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,14851809.00,
,SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL,24/07/2020,59205000.00,
,TRENITALIA ROLLING STOCK RENEWAL PROGRAM,23/07/2020,150000000.00,
,SARTORIUS R&D II,23/07/2020,250000000.00,
,MAROC COVID-19 PUBLIC HEALTHCARE LOAN,23/07/2020,200000000.00,
,AFFORDABLE HOUSING AUSTRIA ERSTE BANK (PL),23/07/2020,100000000.00,
,OSTROW WIELKOPOLSKI SUSTAINABLE DEVELOPMENT,23/07/2020,24920142.00,
,SENEGAL COVID-19 ECONOMIC RESILIENCE,23/07/2020,75000000.00,
,BARCELONA RESILIENT AND SUSTAINABLE CITY,22/07/2020,95000000.00,
,SCF PORTUGAL COVID-19 ABS FOR SMES AND MIDCAPS,22/07/2020,55000000.00,
,SDF TRACTORS RDI,22/07/2020,13300000.00,
,SDF TRACTORS RDI,22/07/2020,36700000.00,
,PAGOPA DIGITAL TRANSFORMATION ITALY,22/07/2020,30000000.00,
,SCF PORTUGAL COVID-19 LOAN FOR SMES AND MIDCAPS,22/07/2020,373100000.00,
,SCF PORTUGAL COVID-19 LOAN FOR SMES AND MIDCAPS,22/07/2020,61300000.00,
,ADIF INFRASTRUCTURE INSPECTION & MAINTENANCE RS,21/07/2020,79000000.00,
,KITCHENER DRAIN,21/07/2020,19000000.00,
,MYTILINEOS SA - AGIOS NIKOLAOS POWER PLANT,21/07/2020,125000000.00,
,MEDITERRANEAN RAILWAY CORRIDOR,21/07/2020,50000000.00,
,TRENTO INFRA RENEWABLE ENERGY & OTHER PRIOR II,21/07/2020,4800000.00,
,TRENTO INFRA RENEWABLE ENERGY & OTHER PRIOR II,21/07/2020,155200000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,6000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,6600000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,50000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,30000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,37400000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,10000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,12000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,18000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,10000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),16/07/2020,20000000.00,
,DEUTSCHE LEASING LOAN FOR SMES & MIDCAPS III,15/07/2020,10000000.00,
,DEUTSCHE LEASING LOAN FOR SMES & MIDCAPS III,15/07/2020,90000000.00,
,SMART INNOVATION 2,10/07/2020,1000000.00,
,FLEET RENEWAL LOAN COVID-19 SMES & MIDCAPS SCF,10/07/2020,100000000.00,
,ZANINI RDI & INVESTMENTS,10/07/2020,25000000.00,
,SANTANDER COVID-19 RESPONSE FOR SMES & MIDCAPS,10/07/2020,100000000.00,
,SMART INNOVATION 2,10/07/2020,21250000.00,
,DUISBURGER HAFEN II,10/07/2020,40000000.00,
,SMART INNOVATION 2,10/07/2020,2750000.00,
,WEST AFRICA MICROFINANCE FACILITY,10/07/2020,4000000.00,
,CURETIS (EGFF),09/07/2020,2500000.00,
,CURETIS (EGFF),09/07/2020,2500000.00,
,BANCA IFIS COVID19 LOAN FOR SMES,09/07/2020,50000000.00,
,INTESA SANPAOLO LOAN FOR INNOVATIVE MIDCAPS,09/07/2020,250000000.00,
,UKRAINE TRANSPORT CONNECTIVITY,09/07/2020,1150000.00,
,ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES,08/07/2020,2400000.00,
,MARINE AND ATMOSPHERIC CLIMATE CHANGE RESEARCH,08/07/2020,16500000.00,
,ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES,08/07/2020,75200000.00,
,MARINE AND ATMOSPHERIC CLIMATE CHANGE RESEARCH,08/07/2020,41000000.00,
,ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES,08/07/2020,2400000.00,
,JORDAN LOAN FOR SME RESILIENCE FACILITY,07/07/2020,70000000.00,
,EIFFEL BIOGAS FUND,06/07/2020,25000000.00,
,EIFFEL BIOGAS FUND,06/07/2020,25000000.00,
,SUD PROVENCE-ALPES-COTE-D AZUR MATERIEL ROULANT,06/07/2020,20000000.00,
,IBERDROLA SPAIN GREEN ENERGY FRAMEWORK LOAN,06/07/2020,600000000.00,
,PANNONIA ONSHORE WIND,02/07/2020,71600000.00,
,PANNONIA ONSHORE WIND,02/07/2020,35800000.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,01/07/2020,112.15,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,01/07/2020,560752.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,01/07/2020,773838.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,01/07/2020,7177624.00,
,AL AMANA MICROCREDIT,01/07/2020,3000000.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,01/07/2020,2590674.00,
,PLOCK MUNICIPAL INVESTMENTS,30/06/2020,14138241.00,
,BBVA COVID19 SUPPORT TO SMES & MIDCAPS,30/06/2020,87141237.00,
,PLOCK MUNICIPAL INVESTMENTS,30/06/2020,6059246.00,
,INNOVATION CAMPUS FOR UKRAINE,30/06/2020,22000000.00,
,ENERGY SECURITY OF SUPPLY IN LITHUANIA - PCI,30/06/2020,65000000.00,
,INNOVATION CAMPUS FOR UKRAINE,30/06/2020,28000000.00,
,EVIDES WATER SUPPLY II,30/06/2020,190000000.00,
,LAHTI EDUCATION INFRASTRUCTURE,30/06/2020,100000000.00,
,FOF IT MIUR STUDENT SUPPORT - ISP,30/06/2020,46500000.00,
,PLAN EAU ET ASSAINISSEMENT,30/06/2020,100000000.00,
,E-MOBILITY - HIGH POWER CHARGING STATIONS,29/06/2020,80000000.00,
,SGEF CZ CLIMATE ACTION AND OTHER PRIORITIES II,29/06/2020,14000000.00,
,AMADEUS RDI INNOVATIVE SOLUTIONS,29/06/2020,200000000.00,
,SGEF CZ CLIMATE ACTION AND OTHER PRIORITIES II,29/06/2020,56000000.00,
,NETZ ELBE SPREE ROLLING STOCK,29/06/2020,18559366.00,
,EDISON GREEN ENERGY FRAMEWORK LOAN,29/06/2020,300000000.00,
,IMAR TONGLIAO SAND DUNES SHELTERBELT FORESTS,29/06/2020,300000000.00,
,CUREVAC (IDFF),27/06/2020,18750000.00,
,CUREVAC (IDFF),27/06/2020,56250000.00,
,KWS SAAT RDI,26/06/2020,10000000.00,
,KWS SAAT RDI,26/06/2020,140000000.00,
,KWS SAAT RDI,26/06/2020,8000000.00,
,KWS SAAT RDI,26/06/2020,34000000.00,
,KWS SAAT RDI,26/06/2020,8000000.00,
,PANCRETAN LOAN FOR AGRICULTURE & BIOECONOMY,25/06/2020,10000000.00,
,IBERCAJA AGRIFOOD MBIL SMES & MIDCAPS,25/06/2020,25000000.00,
,WINDFARMS PRINZENDORF AND POWI,25/06/2020,22050000.00,
,WINDFARMS PRINZENDORF AND POWI,25/06/2020,40950000.00,
,ARKEA COVID19 CRISIS RESPONSE FOR SME&MIDCAP,24/06/2020,200000000.00,
,PROJET CITEZEN BHNS - THIONVILLE,24/06/2020,100000000.00,
,EUROSTAR ROLLING STOCK,22/06/2020,22715776.00,
,EUROSTAR ROLLING STOCK,22/06/2020,18333333.00,
,EUROSTAR ROLLING STOCK,22/06/2020,1666667.00,
,UCBS IMPACT INCENTIVE LOAN FOR SMES & MID-CAPS,22/06/2020,2000000.00,
,UCBS IMPACT INCENTIVE LOAN FOR SMES & MID-CAPS,22/06/2020,15000000.00,
,EUROSTAR ROLLING STOCK,22/06/2020,2065071.00,
,ALBA LEASING LOAN FOR SME AND MIDCAPS VI,19/06/2020,93600000.00,
,DE CECCO FOOD PRODUCTION EXPANSION & INNOVATION,19/06/2020,11000000.00,
,SB POLSKA COVID-19 RESPONSE FOR SMES & MID-CAPS,19/06/2020,63797286.00,
,ALBA LEASING LOAN FOR SME AND MIDCAPS VI,19/06/2020,300000000.00,
,ALBA LEASING LOAN FOR SME AND MIDCAPS VI,19/06/2020,50000000.00,
,CZECH AGRICULTURE - WATER MANAGEMENT,18/06/2020,299748960.00,
,BARKARBY AND HAGASTADEN URBAN DEVELOPMENT,17/06/2020,38050664.00,
,BARKARBY AND HAGASTADEN URBAN DEVELOPMENT,17/06/2020,57075997.00,
,BFCM COVID19 CRISIS RESPONSE FOR SME&MIDCAP MBIL,17/06/2020,350000000.00,
,HIGH ENERGY PERFORMING PUBLIC BUILDINGS,17/06/2020,190253322.00,
,BBVA LOAN FOR SMES & MIDCAPS IV,16/06/2020,27500000.00,
,BBVA LOAN FOR SMES & MIDCAPS IV,16/06/2020,33000000.00,
,BBVA LOAN FOR SMES & MIDCAPS IV,16/06/2020,356500000.00,
,BBVA LOAN FOR SMES & MIDCAPS IV,16/06/2020,33000000.00,
,ZERO-E SOLAR PV,16/06/2020,62300000.00,
,GOYA WIND PROJECT,16/06/2020,21000000.00,
,EC-EIB SME INITIATIVE ITALY,16/06/2020,69897194.00,
,MONEGROS WIND,16/06/2020,90000000.00,
,SOREK II DESALINATION PLANT,15/06/2020,150000000.00,
,COVID 19 RAPID RESPONSE TO THE MALDIVES,15/06/2020,20000000.00,
,MARGHERA LEVANTE CCGT REDEVELOPMENT,15/06/2020,150000000.00,
,VETRI SPECIALI BEVERAGE PACKAGING,12/06/2020,21000000.00,
,ANTIVIRAL VACCINE RDI (COVID-19),10/06/2020,50000000.00,
,AUVERGNE NUMERIQUE TRES HAUT DEBIT,10/06/2020,200000000.00,
,ANTIVIRAL VACCINE RDI (COVID-19),10/06/2020,50000000.00,
,METRO DE MADRID INFRASTRUCTURE UPGRADE,10/06/2020,65000000.00,
,UMICORE EUROPEAN LARGE-SCALE BATTERY MATERIALS,10/06/2020,125000000.00,
,IPTO CRETE ISLAND INTERCONNECTION PHASE I,10/06/2020,78200000.00,
,LA CABRERA Y TALAYUELA SOLAR PV,09/06/2020,4000000.00,
,ESPOO SCHOOLS PPP PROJECT,09/06/2020,60000000.00,
,LA CABRERA Y TALAYUELA SOLAR PV,09/06/2020,39500000.00,
,SANTANDER COVID-19 RESPONSE FOR SMES & MIDCAPS,08/06/2020,250000000.00,
,SANTANDER AGRIFOOD COVID-19 MBIL SMES & MIDCAPS,08/06/2020,100000000.00,
,SABADELL LOAN FOR SMES & MIDCAPS CLIMATE ACTION,08/06/2020,96000000.00,
,SANTANDER FOCUSED SUPPORT FOR SME & MIDCAPS 2019,08/06/2020,207500000.00,
,MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS,05/06/2020,300.00,
,MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS,05/06/2020,3100000.00,
,MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS,05/06/2020,6600000.00,
,CDP EPIDEMIC RESPONSE FOR SMES AND MIDCAPS,04/06/2020,1500000000.00,
,ELEKTRILEVI FTTH NETWORK DEVELOPMENT,03/06/2020,70000000.00,
,FRENCH OFFSHORE ROUND 1 - SAINT NAZAIRE & FECAMP,29/05/2020,450000000.00,
,SPANISH SUBURBAN AND REGIONAL ROLLING STOCK,29/05/2020,320000000.00,
,POLAND ROAD MODERNISATION IV,29/05/2020,150000000.00,
,WWTP GJILAN,28/05/2020,11000000.00,
,EUROPEAN SPALLATION SOURCE - ESS,27/05/2020,37500000.00,
,EUROPEAN SPALLATION SOURCE - ESS,27/05/2020,12500000.00,
,ILB FOERDERUNG BRANDENBURG FUER KMU UND MID-CAPS,27/05/2020,200000000.00,
,LORDS LB 66 MW SOLAR PV PORTFOLIO,26/05/2020,18424482.00,
,NORTH ESTONIA MEDICAL CENTRE III,25/05/2020,25000000.00,
,ICF RAPID COVID-19 RESPONSE FOR SMES & MIDCAPS,25/05/2020,150000000.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,20/05/2020,810854.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,20/05/2020,7520961.00,
,TUBOS REUNIDOS RDI,20/05/2020,426622.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,20/05/2020,117515.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,20/05/2020,587575.00,
,UPPER SILESIA URBAN FRAMEWORK PROGRAMME,20/05/2020,2714597.00,
,BUCHAREST S6 ENERGY EFFICIENCY,20/05/2020,4410000.00,
,BUCHAREST S6 ENERGY EFFICIENCY,20/05/2020,2590000.00,
,MADRID COVID-19 RESPONSE,20/05/2020,600000000.00,
,CHASSIS & BIW & MECHANISMS RDI,18/05/2020,18400000.00,
,CHASSIS & BIW & MECHANISMS RDI,18/05/2020,29200000.00,
,CHASSIS & BIW & MECHANISMS RDI,18/05/2020,85000000.00,
,CHASSIS & BIW & MECHANISMS RDI,18/05/2020,67400000.00,
,BWA DRINKING WATER NETWORK REHABILITATION,15/05/2020,9755304.00,
,STEELANOL (EDP),15/05/2020,75000000.00,
,ICO COVID-19 RESPONSE FOR SMES AND MIDCAPS SPAIN,14/05/2020,1000000000.00,
,ELECTRICITY DISTRIBUTION SLOVENIA II,12/05/2020,31000000.00,
,UCI GREEN ENERGY MORTGAGES MBIL SFSB,12/05/2020,99900000.00,
,HAMBURG WASTEWATER CLIMATE ADAPTATION,12/05/2020,160000000.00,
,AGRICOVER LOAN FOR SMES II,11/05/2020,7500000.00,
,WROCLAW URBAN DEVELOPMENT,08/05/2020,43973440.00,
,OCCITANIE MATERIEL ROULANT,08/05/2020,65000000.00,
,CARGO ROLLING STOCK MODERNISATION,07/05/2020,60000000.00,
,RABOBANK INNOVATION LOAN FOR SMES AND MIDCAPS I,07/05/2020,100000000.00,
,NEDBANK PRIVATE SECTOR FACILITY 3,06/05/2020,70000000.00,
,BANQUE DU CAIRE LOAN FOR SMES,04/05/2020,91390971.00,
,BUCHAREST S2 ENERGY EFFICIENCY,30/04/2020,20600000.00,
,INNOVATIVE CELL THERAPIES (EGFF) (COVID-19),29/04/2020,25000000.00,
,INNOVATIVE CELL THERAPIES (EGFF) (COVID-19),29/04/2020,25000000.00,
,SG FRANCE SME AND PRIORITY OBJECTIVES LEASING,29/04/2020,280000000.00,
,EBM LOAN FOR SMES & OTHER PRIORITIES,29/04/2020,30000000.00,
,BFCM PRET POUR PME ET ETI III,28/04/2020,250000000.00,
,SCB POLAND LEASING TO SMES AND MID-CAPS,28/04/2020,50000000.00,
,BZWBK LOAN FOR SMES MIDCAPS AND OTHER PRIORITIES,27/04/2020,50000000.00,
,SKANE UNIVERSITY HOSPITAL,27/04/2020,32184500.00,
,VVO NEAR ZERO ENERGY BUILDINGS,27/04/2020,34000000.00,
,SKANE UNIVERSITY HOSPITAL,27/04/2020,257476000.00,
,SKANE UNIVERSITY HOSPITAL,27/04/2020,32184500.00,
,RLB OO LOAN FOR SMES AND MIDCAPS III,22/04/2020,80000000.00,
,RLB OO LOAN FOR SMES AND MIDCAPS III,22/04/2020,20000000.00,
,HUS HEALTH CARE INVESTMENT PROGRAMME III,21/04/2020,80000000.00,
,HUS HEALTH CARE INVESTMENT PROGRAMME III,21/04/2020,20000000.00,
,PLK E65 SOUTHERN SECTION PHASE I,17/04/2020,175000000.00,
,POZNAN INFRASTRUCTURE & SOCIAL FACILITY ACTION,17/04/2020,16598429.00,
,POZNAN INFRASTRUCTURE & SOCIAL FACILITY ACTION,17/04/2020,5532810.00,
,CITYJET REGIONAL ROLLING STOCK,17/04/2020,100000000.00,
,SLSP LOAN FOR SMES MIDCAPS & OTHER PRIORITIES II,15/04/2020,25000000.00,
,RAIFFEISEN LEASING BELARUS LOAN FOR SMES,14/04/2020,20000000.00,
,NIGELEC EXPANSION DE L ACCES A L ELECTRICITE,08/04/2020,18200000.00,
,NAVVIS (EGFF),08/04/2020,10000000.00,
,RLBH LOAN FOR SMES MIDCAPS &PRIORITY PROJECTS II,08/04/2020,10000000.00,
,NAVVIS (EGFF),08/04/2020,10000000.00,
,TTTECH AUTONOMOUS DRIVING RDI,07/04/2020,25500000.00,
,WARSAW II METRO LINE EXTENSION,07/04/2020,144413088.00,
,AUTOBAHN A3 BIEBELRIED - FURTH ERLANGEN,07/04/2020,12944086.00,
,AUTOBAHN A3 BIEBELRIED - FURTH ERLANGEN,07/04/2020,387047684.00,
,TTTECH AUTONOMOUS DRIVING RDI,07/04/2020,4500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (LT),06/04/2020,350000000.00,
,HUSUM REFURBISHMENT,06/04/2020,125000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (LT),06/04/2020,140000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (LT),06/04/2020,140000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (LT),06/04/2020,70000000.00,
,ICO MID-CAP INVESTMENT PLATFORM,02/04/2020,100000000.00,
,ELENIA DISTRIBUTION NETWORK INVESTMENTS II,01/04/2020,100000000.00,
,OESSUR MEDICAL TECHNOLOGY RDI,27/03/2020,68324679.00,
,SZCZECIN MUNICIPAL INFRASTRUCTURE VI,24/03/2020,63013046.00,
,SZCZECIN MUNICIPAL INFRASTRUCTURE VI,24/03/2020,38620899.00,
,BFCM JEUNES AGRICULTEURS & ACTION CLIMATIQUE,20/03/2020,100000000.00,
,COVESTRO CIRCULAR ECONOMY RDI,20/03/2020,225000000.00,
,WALLONIA SUSTAINABLE WASTEWATER TREATMENT (SPGE),20/03/2020,150000000.00,
,GREECE BANKS LOAN FOR SMES AND MIDCAPS I,18/03/2020,10000000.00,
,FCA ELECTRIC VEHICLES MANUFACTURING ITALY,18/03/2020,300000000.00,
,BUCHAREST S4 ENERGY EFFICIENCY,17/03/2020,14000000.00,
,REGIONE PUGLIA 2014-2020 CO-FINANCING,13/03/2020,16000000.00,
,REGIONE PUGLIA 2014-2020 CO-FINANCING,13/03/2020,8000000.00,
,REGIONE PUGLIA 2014-2020 CO-FINANCING,13/03/2020,8000000.00,
,REGIONE PUGLIA 2014-2020 CO-FINANCING,13/03/2020,24000000.00,
,REGIONE PUGLIA 2014-2020 CO-FINANCING,13/03/2020,24000000.00,
,ATI MEMBERSHIP CONTRIBUTION CAMEROON,09/03/2020,11370000.00,
,LE POMERANIA WIND FARM,09/03/2020,59816378.00,
,EV BATTERY GIGAFACTORY POLAND,06/03/2020,480000000.00,
,TENNET SOUTH-WEST 380KV WEST,06/03/2020,250000000.00,
,ESTONIAN RAILWAY,04/03/2020,95000000.00,
,RUZIZI III REGIONAL HYDROPOWER PPP &TRANSMISSION,04/03/2020,9100000.00,
,NBANK KOMMUNALE INFRASTRUKTUR GLOBALDARLEHEN II,04/03/2020,50000000.00,
,GASUNIE NITROGEN PLANT,03/03/2020,240000000.00,
,DE LAGE LANDEN IMPACT LOAN L4SME-MIDCAPS SOUTH,28/02/2020,130000000.00,
,DE LAGE LANDEN IMPACT LOAN L4SME-MIDCAPS SOUTH,28/02/2020,70000000.00,
,CORRIDOR VC CENTRE,27/02/2020,140000000.00,
,STM SMART SEMICONDUCTOR R&D,14/02/2020,250000000.00,
,STM SMART SEMICONDUCTOR R&D,14/02/2020,250000000.00,
,KARAVANKE TUNNEL SAFETY UPGRADE,13/02/2020,90000000.00,
,PROCREDIT EU SMES MID-CAPS & CLIMATE ACTION MBIL,13/02/2020,15000000.00,
,NEPAL DISTRIBUTION SYSTEM UPGRADE AND EXPANSION,12/02/2020,100000000.00,
,WEST AFRICA MICROFINANCE FACILITY,10/02/2020,7000000.00,
,PARIS HABITAT LOGEMENTS INTERMEDIAIRES,31/01/2020,52000000.00,
,MONTENEGRO WATER AND SANITATION,30/01/2020,3053320.00,
,ETAPA CUENCA WASTEWATER TREATMENT PLANT,24/01/2020,30901676.00,
,NIDEC PSA EMOTORS,24/01/2020,145000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,13500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,9000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,4950000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,22500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,7500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,37500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,4500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,15000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,28050000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),23/01/2020,7500000.00,
,PPC DISTRIBUTION VII,17/01/2020,100000000.00,
,SGEF LEASING ITALY LOAN FOR INNOVATION,17/01/2020,150000000.00,
,PROCREDIT EU SMES MID-CAPS & CLIMATE ACTION MBIL,17/01/2020,15000000.00,
